Key,Value
*tk̑ei̯-,"settle.n.01, settle.v.04, settle.v.21, settle.v.07, settle.v.09, settle.v.08, settle.v.03, settle.v.13, settle.v.12, settle.v.19, settle.v.11, settle.v.16, settle.v.15, settle.v.10, settle.v.01, settle.v.14"
skot-,"shade.n.03, shade.n.08, shade.n.02, darkness.n.06, darkness.n.05, shadow.n.06, shadow.n.04, darkness.n.02, shadow.n.09, shade.n.05, shadow.n.07, night.n.05, shade.n.01, shadow.n.01, shade.v.05, shade.v.04, shade.v.03, shade.v.02, shadow.v.01, shadow.v.03, shadow.v.02"
āpero-,"shore.n.02, shore.n.01, shore.v.01"
ḱup-,"shoulder.n.05, shoulder.n.04, shoulder.n.01, shoulder.n.03, shoulder.n.02, shoulder.v.02, shoulder.v.03, shoulder.v.01"
om(e)so-s,"shoulder.n.05, shoulder.n.04, shoulder.n.01, shoulder.n.03, shoulder.n.02, shoulder.v.02, shoulder.v.03, shoulder.v.01"
"5. ser-, extended serp-",sickle.n.01
*mesg-{1},"sink.n.01, sink.n.02, sink.v.05, sink.v.03, sink.v.01, sink.v.02, sink.v.04"
*ped-,"sink.n.01, sink.n.02, sink.v.05, sink.v.03, sink.v.01, sink.v.02, sink.v.04"
*sengʷ-,"sink.n.01, sink.n.02, sink.v.05, sink.v.03, sink.v.01, sink.v.02, sink.v.04"
gʷā̆dʰ-,"sink.n.01, sink.n.02, submerge.v.02, submerge.v.03, sink.v.05, sink.v.03, sink.v.01, sink.v.02, sink.v.04, submerge.v.01"
2. lep-,"skin.n.02, skin.n.06, skin.n.01, peel.n.02, skin.n.04, skin.v.04, skin.v.02"
mak-,"skin.n.02, skin.n.06, skin.n.01, skin.n.04, skin.v.04, skin.v.02"
tu̯akos,"skin.n.02, skin.n.06, skin.n.01, skin.n.04, skin.v.04, skin.v.02"
2. ǵʰer-,"slit.n.01, scratch.n.10, scratch.n.09, scrape.n.03, scrape.n.01, slit.n.04, scratch.n.04, scrape.v.01, scratch.v.02, scratch.v.07, scrape.v.05, slit.v.02, slit.v.01, scrape.v.02, scrape.v.04"
meuḱ-,"slit.n.01, scratch.n.10, scratch.n.09, slit.n.04, scratch.n.04, scratch.v.02, scratch.v.07, slit.v.02, slit.v.01"
"andʰer-, ṇdʰer-","spike.n.02, spike.n.11, spike.n.10, spike.n.09, spike.n.08, spike.n.07, stem.n.04, spike.n.01, spike.n.05, spike.n.04, spike.v.06, stem.v.04, spike.v.05, spike.v.04, stem.v.03, spike.v.03, spike.v.01, stem.v.01, stem.v.02"
1. u̯rā̆ǵʰ- : u̯rəǵʰ-,"spike.n.02, spike.n.11, spike.n.10, spike.n.09, spike.n.08, spike.n.07, thorn.n.03, spike.n.01, spike.n.05, spike.n.04, spike.v.06, spike.v.05, spike.v.04, spike.v.03, spike.v.01"
"sr-edʰ-, sr-et-","spout.n.01, whirl.n.01, whirl.n.02, whirl.v.05, whirl.v.02"
*preu̯s-,"spray.n.03, spray.n.06, spray.n.02, spray.n.01, spray.n.05, squirt.v.02, spray.v.02, spray.v.03, spray.v.01, squirt.v.01"
(s)poimno-,"spray.n.03, spray.n.06, foam.n.01, spume.n.01, spray.n.02, foam.n.02, spray.n.01, spray.n.05, foam.v.01, spray.v.02, spray.v.03, spray.v.01"
"(s)kek-, skeg-","spring.n.02, spring.n.04, spring.n.03, spring.n.01, spring.v.04, spring.v.05"
(s)ḱel-,"spring.n.02, spring.n.04, spring.n.03, spring.n.01, spring.v.04, spring.v.05"
skēt- : skət-,"spring.n.02, spring.n.04, spring.n.03, spring.n.01, spring.v.04, spring.v.05"
u̯es-r̥,"spring.n.02, spring.n.04, spring.n.03, spring.n.01, spring.v.04, spring.v.05"
3. su̯er-,"stake.n.05, stake.n.03, stake.n.04, stake.v.03, stake.v.04"
1.*trep-{1},"stamp.n.08, stamp.n.07, tread.n.04, tread.n.03, tread.n.02, stamp.n.03, stamp.n.02, stamp.v.06, tread.v.04, stamp.v.02, stamp.v.04, tread.v.06, stamp.v.08, tread.v.03, stamp.v.07, tread.v.02, stamp.v.03, tread.v.05"
depʰ-,"stamp.n.08, stamp.n.07, thrust.n.04, stamp.n.03, stamp.n.02, stamp.v.06, stamp.v.02, stamp.v.04, stamp.v.08, stamp.v.07, thrust.v.01, thrust.v.02, stamp.v.03, thrust.v.07, thrust.v.06"
"3. sē(i)-, səi- : sī-, and sei- : si-","strap.n.04, strap.n.01, strap.n.03, strap.n.02, tie.n.09, tie.n.04, tie.n.08, tie.n.07, tie.n.03, strap.v.04, tie.v.05, tie.v.03, strap.v.03, tie.v.02, tie.v.01, strap.v.01, tie.v.09, tie.v.08"
"1. ar-, tʰematic (a)re-, ʰeavy-base arə-, rē-, and i-base (a)rī̆-, rēi-","suit.n.01, suit.n.06, suit.n.05, suit.n.03, suit.v.01, suit.v.02"
n̥si-s,sword.n.01
2. rebʰ-,"thatch.n.04, thatch.n.01, thatch.n.02, thatch.v.01"
*sh₂ei̯-{1},"tie.n.09, tie.n.04, tie.n.08, bind.n.01, tie.n.07, tie.n.03, tie.v.05, tie.v.03, bind.v.09, tie.v.02, tie.v.01, bind.v.03, bind.v.04, bind.v.07, tie.v.09, tie.v.08, bind.v.02"
"reig-, or reiǵ-","tie.n.09, tie.n.04, tie.n.08, bind.n.01, tie.n.07, tie.n.03, tie.v.05, tie.v.03, bind.v.09, tie.v.02, tie.v.01, bind.v.03, bind.v.04, bind.v.07, tie.v.09, tie.v.08, bind.v.02"
kerm-,"tire.n.01, tire.v.02, tire.v.01"
"dn̥ǵʰū, dn̥ǵʰu̯ā","tongue.n.07, tongue.n.01, tongue.n.04, tongue.n.06, tongue.n.03, tongue.v.02, tongue.v.01"
1. trep-,"tread.n.04, tread.n.03, tread.n.02, trample.n.01, trample.v.02, tread.v.04, tread.v.06, tread.v.03, tread.v.02, tread.v.05"
aldʰ-,"trough.n.05, trough.n.01"
gan(dʰ)-,"vessel.n.02, vessel.n.03, vessel.n.01"
"gēu-, gəu-, gū-","vessel.n.02, vessel.n.03, vessel.n.01"
*u̯ebʰ-{1},"weave.n.01, wrap.n.01, wrap.n.02, wrap.v.01, weave.v.01, wrap.v.04, weave.v.02, weave.v.04"
?*derbʰ-{1},"weave.n.01, weave.v.01, weave.v.02, weave.v.04"
"5. au̯-, au̯ē-","weave.n.01, weave.v.01, weave.v.02, weave.v.04"
7. bʰer-,"weave.n.01, weave.v.01, weave.v.02, weave.v.04"
gengʰ-,"weave.n.01, weave.v.01, weave.v.02, weave.v.04"
pleḱ-,"weave.n.01, plait.v.02, pleach.v.02, weave.v.01, weave.v.02, weave.v.04"
3. tek-,"weave.n.01, weave.v.01, weave.v.02, weave.v.04"
u̯eg-,"weave.n.01, weave.v.01, weave.v.02, weave.v.04"
*menth₂-,"whisk.n.02, whisk.n.01, stir.n.02, stir.n.01, whisk.v.04, whisk.v.03, stir.v.08, stir.v.02, stir.v.01, whisk.v.01, whisk.v.02"
2. ḱu̯ei-,"whistle.n.04, whistle.n.03, whistle.n.02, whistle.n.01, whistle.v.03, whistle.v.06, whistle.v.05, whistle.v.02, whistle.v.04, whistle.v.01"
"su̯ei-, su̯i-","whistle.n.04, whistle.n.03, whistle.n.02, whistle.n.01, whistle.v.03, whistle.v.06, whistle.v.05, sibilate.v.02, sibilate.v.01, whistle.v.02, whistle.v.04, whistle.v.01"
"1. u̯āt-, better u̯ōt-","wood.n.08, wood.n.01"
u̯idʰu-,"wood.n.08, tree.n.01, tree.n.02, wood.n.01, tree.v.04, tree.v.03, tree.v.02"
"pelpo-, or polpo-",woodwork.n.01
*u̯i̯eh₁-{1},"wrap.n.01, wrap.n.02, wrap.v.01, wrap.v.04, envelop.v.01"
"3d. u̯er-, u̯er-g-","wrench.n.03, wrench.n.01, wrench.v.01, wrench.v.02"
"ansu-, ṇsu-","spirit.n.03, ghost.n.01, spirit.n.04, ghost.n.03, demon.n.03, spirit.n.01, spirit.n.02, spirit.v.01, ghost.v.03, ghost.v.01"
"3. kā̆i-, kī̆-","heat.n.04, heat.n.03, heat.n.06, heat.n.01, heat.v.01, heat.v.04, heat.v.02"
"ē̆s-r̥(gʷ), genitive <sub>e</sub>s-n-és","blood.n.02, blood.n.01, blood.n.05, blood.v.01"
"aiu̯-, ai̯u-",vitality.n.01
*(s)kers-{0},"scratch.n.10, scratch.n.09, scratch.n.04, scratch.v.02, scratch.v.07"
*(s)kreb-{1},"scratch.n.10, scratch.n.09, scrape.n.03, scrape.n.01, scratch.n.04, scrape.v.01, scratch.v.02, scratch.v.07, scrape.v.05, scrape.v.02, scrape.v.04"
*skabʰ-{1},"scratch.n.10, scratch.n.09, scrape.n.03, scrape.n.01, scratch.n.04, scrape.v.01, scratch.v.02, scratch.v.07, scrape.v.05, scrape.v.02, scrape.v.04"
?*Red-{1},"scratch.n.10, scratch.n.09, scratch.n.04, scratch.v.02, scratch.v.07"
?*kneu̯H-{1},"scratch.n.10, scratch.n.09, scratch.n.04, scratch.v.02, scratch.v.07"
?*rasd-{1},"scratch.n.10, scratch.n.09, scratch.n.04, scratch.v.02, scratch.v.07"
?*sk/k̑rei̯bʰ-{1},"scratch.n.10, scratch.n.09, scratch.n.04, carve.v.03, carve.v.01, carve.v.02, scratch.v.02, scratch.v.07"
?*skeu̯t-{1},"scratch.n.10, scratch.n.09, scrape.n.03, scrape.n.01, scratch.n.04, scrape.v.01, scratch.v.02, scratch.v.07, scrape.v.05, scrape.v.02, scrape.v.04"
gred- : grod-,"scratch.n.10, scratch.n.09, scratch.n.04, scratch.v.02, scratch.v.07"
1. gʰrem-,"scratch.n.10, scratch.n.09, scratch.n.04, scratch.v.02, scratch.v.07"
"kaiḱ-, or koiḱ-","scratch.n.10, scratch.n.09, scratch.n.04, scratch.v.02, scratch.v.07"
kars-,"scratch.n.10, scratch.n.09, scratch.n.04, scratch.v.02, scratch.v.07"
kes-,"scratch.n.10, scratch.n.09, itch.n.03, scratch.n.04, scratch.v.02, scratch.v.07, itch.v.04, itch.v.02, itch.v.03"
2. rēd- : rōd- : rəd-,"scratch.n.10, scratch.n.09, scrape.n.03, scrape.n.01, scratch.n.04, scrape.v.01, scratch.v.02, scratch.v.07, scrape.v.05, scrape.v.02, scrape.v.04"
"2. mai-, moi-?","stain.n.01, stain.n.02, stain.v.04, stain.v.01, stain.v.02"
2.*pekʷ-{1},"trust.n.03, trust.n.04, trust.n.01, trust.v.01, trust.v.06, trust.v.02"
?*h₂eh₃-{1},"trust.n.03, trust.n.04, trust.n.01, believe.v.01, believe.v.05, believe.v.04, trust.v.01, believe.v.03, trust.v.06, trust.v.02"
"1. kreu-, kreuə- : krū-, kreus-, krus-","crust.n.03, crust.n.01, crust.n.02, crust.v.01"
*u̯ek̑-,"desire.n.02, wish.n.04, wish.n.02, desire.n.01, wish.n.01, desire.n.03, wish.v.06, wish.v.05, wish.v.03, wish.v.01, wish.v.04, wish.v.02, desire.v.01, desire.v.03"
1.*g̑ʰer-{1},"desire.n.02, desire.n.01, desire.n.03, desire.v.01, desire.v.03"
2.*lei̯p-,"desire.n.02, desire.n.01, desire.n.03, crave.v.02, crave.v.01, desire.v.01, desire.v.03"
?*h₁gʷʰel-{1},"desire.n.02, wish.n.04, wish.n.02, desire.n.01, wish.n.01, desire.n.03, wish.v.06, wish.v.05, wish.v.03, wish.v.01, wish.v.04, wish.v.02, desire.v.01, desire.v.03"
?*h₁u̯eld-{1},"desire.n.02, wish.n.04, wish.n.02, desire.n.01, wish.n.01, desire.n.03, wish.v.06, wish.v.05, wish.v.03, wish.v.01, wish.v.04, wish.v.02, desire.v.01, desire.v.03"
ā(i)ǵʰ- : īǵʰ-,"desire.n.02, desire.n.01, desire.n.03, desire.v.01, desire.v.03"
1. ais-,"desire.n.02, desire.n.01, desire.n.03, desire.v.01, desire.v.03"
kā-,"desire.n.02, wish.n.04, wish.n.02, desire.n.01, wish.n.01, desire.n.03, wish.v.06, wish.v.05, wish.v.03, wish.v.01, wish.v.04, wish.v.02, desire.v.01, desire.v.03"
neu-dʰ-,"desire.n.02, desire.n.01, desire.n.03, desire.v.01, desire.v.03"
2. kenk-,"hunger.n.02, hunger.n.01, hunger.v.01"
et(e)n-,"grain.n.10, grain.n.09, grain.n.02, grain.n.01, seed.n.02, grain.n.08, grain.n.07, seed.n.01, grain.n.06, grain.n.05, grain.n.04, grain.n.03, seed.v.08, seed.v.07, seed.v.06, seed.v.05, grain.v.02, seed.v.01, seed.v.03, seed.v.02"
i̯eu̯o-,"grain.n.10, grain.n.09, grain.n.02, grain.n.01, grain.n.08, grain.n.07, grain.n.06, grain.n.05, grain.n.04, grain.n.03, grain.v.02"
pū-ro-,"grain.n.10, grain.n.09, kernel.n.03, grain.n.02, grain.n.01, grain.n.08, grain.n.07, kernel.n.02, kernel.n.01, grain.n.06, grain.n.05, grain.n.04, grain.n.03, grain.v.02"
aug-,"glitter.n.01, gleam.n.01, gleam.n.02, glitter.n.02, gleam.v.03, gleam.v.02, glitter.v.01"
"bʰerəḱ-, bʰrēḱ-","glitter.n.01, glitter.n.02, glitter.v.01"
1. bʰlē̆i- : bʰləi- : bʰlī-,"glitter.n.01, glitter.n.02, glitter.v.01"
"bʰlē̆iǵ-, bʰlīǵ-","glitter.n.01, glitter.n.02, glitter.v.01"
bʰleiq-,"glitter.n.01, glitter.n.02, glitter.v.01"
bʰles-,"glitter.n.01, glitter.n.02, glitter.v.01"
1. bʰlēu- : bʰləu- : bʰlū-,"glitter.n.01, glitter.n.02, glitter.v.01"
2. (s)p(ʰ)el-,"glitter.n.01, glitter.n.02, glitter.v.01"
sp(ʰ)eng-,"glitter.n.01, glitter.n.02, glitter.v.01"
*bʰreh₁g̑-{1},"sparkle.n.01, sparkle.v.02, scintillate.v.04, sparkle.v.01, scintillate.v.01"
1.*bʰeh₂-{1},"sparkle.n.01, glow.n.04, glow.n.05, sparkle.v.02, glow.v.05, glow.v.04, glow.v.01, glow.v.02, shine.v.05, shine.v.04, shine.v.07, shine.v.02, sparkle.v.01"
?*(s)bʰeng-{1},"sparkle.n.01, sparkle.v.02, shine.v.05, shine.v.04, shine.v.07, shine.v.02, sparkle.v.01"
2. ḱad-,"sparkle.n.01, sparkle.v.02, sparkle.v.01"
"ḱas-, ḱas-no-","gray.n.01, gray.n.05"
6. pel-,"gray.n.01, gray.n.05"
2. smel-,"gray.n.01, gray.n.05"
"ḱormno-, ḱr̥mno-","wine.n.02, wine.n.01, urine.n.01, wine.v.02, wine.v.01"
regʷos-,"darkness.n.06, darkness.n.05, darkness.n.02, night.n.05"
?*bʰrend-{1},"swell.n.03, swell.n.03, swell.n.01, swell.n.01, swell.n.02, swell.n.02, swell.v.03, swell.v.03, swell.v.06, swell.v.06, swell.v.01, swell.v.01, swell.v.02, swell.v.02"
?2.*teu̯k-{1},"swell.n.03, swell.n.01, swell.n.02, swell.v.03, swell.v.06, swell.v.01, swell.v.02"
"2. b(e)u-, bʰ(e)ū̆-","swell.n.03, swell.n.01, swell.n.02, swell.v.03, swell.v.06, swell.v.01, swell.v.02"
2. bʰer-,"swell.n.03, swell.n.01, swell.n.02, swell.v.03, swell.v.06, swell.v.01, swell.v.02"
bʰleu-,"swell.n.03, swell.n.01, swell.n.02, swell.v.03, swell.v.06, swell.v.01, swell.v.02"
"3. u̯erǵ-, u̯orǵ-","swell.n.03, swell.n.01, swell.n.02, swell.v.03, swell.v.06, swell.v.01, swell.v.02"
*deh₃-,"give.n.01, give.v.44, give.v.43, give.v.42, give.v.27, give.v.10, give.v.41, give.v.40, give.v.39, give.v.38, give.v.18, give.v.37, give.v.36, give.v.07, give.v.05, give.v.21, give.v.35, give.v.34, give.v.33, give.v.09, give.v.32, give.v.31, give.v.03, give.v.14, give.v.08, give.v.04, give.v.20, give.v.19, give.v.01, give.v.29, give.v.15, give.v.28"
1.*reh₁-{1},"give.n.01, gift.n.01, give.v.44, give.v.43, give.v.42, give.v.27, give.v.10, give.v.41, give.v.40, give.v.39, give.v.38, give.v.18, give.v.37, give.v.36, give.v.07, give.v.05, give.v.21, give.v.35, give.v.34, give.v.33, give.v.09, give.v.32, give.v.31, give.v.03, give.v.14, give.v.08, give.v.04, give.v.20, give.v.19, give.v.01, give.v.29, give.v.15, give.v.28"
?*deh₃u̯-{1},"give.n.01, give.v.44, give.v.43, give.v.42, give.v.27, give.v.10, give.v.41, give.v.40, give.v.39, give.v.38, give.v.18, give.v.37, give.v.36, give.v.07, give.v.05, give.v.21, give.v.35, give.v.34, give.v.33, give.v.09, give.v.32, give.v.31, give.v.03, give.v.14, give.v.08, give.v.04, give.v.20, give.v.19, give.v.01, give.v.29, give.v.15, give.v.28"
?*k̑end-{1},"strength.n.01, strength.n.08"
apelo-,"strength.n.01, strength.n.08"
i̯ēgʷā,"strength.n.01, force.n.03, force.n.01, force.n.08, force.n.04, force.n.02, strength.n.08, force.v.04, force.v.08, force.v.06"
2. u̯eik-,"force.n.03, force.n.01, victory.n.01, force.n.08, force.n.04, force.n.02, force.v.04, force.v.08, force.v.06"
*h₂u̯ers-{1},"rain.n.03, rain.n.01, rain.n.02, rain.v.01"
*sh₂eu̯-{1},"rain.n.03, rain.n.01, rain.n.02, pour.v.02, pour.v.04, pour.v.01, pour.v.05, rain.v.01, pour.v.06"
?2.*terg/g̑-{1},"remove.n.01, remove.v.01, clear.v.05, remove.v.08, wipe.v.01, empty.v.04, doff.v.01, remove.v.05, remove.v.02"
u̯es-no-,"price.n.04, price.n.03, price.n.05, price.n.02, price.n.06, price.v.02, price.v.01"
leid-,"joke.n.04, joke.n.01, joke.v.02, joke.v.01"
magʰ- : māgʰ-,"power.n.01, power.n.05, power.n.02, power.v.01"
"ḱenk-, ḱonk-","sway.n.01, dangle.v.02, dangle.v.01"
4. ǵʰer-,"grip.n.06, grip.n.05, grip.n.04, seize.v.07, seize.v.01, seize.v.02, grip.v.01, seize.v.06"
teuk-,"germ.n.02, offspring.n.02, sprout.n.02, offspring.n.01, seed.n.02, seed.n.01, sprout.n.01, sprout.v.02, seed.v.08, seed.v.07, seed.v.06, seed.v.05, seed.v.01, seed.v.03, seed.v.02"
"baitā, or paitā?","mantle.n.05, mantle.n.01, mantle.n.03, mantle.v.02, mantle.v.01"
kreup-,"scab.n.02, scab.n.01, scab.v.01"
*h₂lei̯H-{1},"smear.n.02, smear.n.01, smear.v.02, smear.v.01"
*slei̯g̑-,"smear.n.02, smear.n.01, smear.v.02, smear.v.01"
?*smei̯d-{1},"smear.n.02, smear.n.01, smear.v.02, smear.v.01"
1. bʰes-,"smear.n.02, smear.n.01, smear.v.02, smear.v.01"
"smē-, smeī-, sm-ei-","smear.n.02, smear.n.01, smear.v.02, smear.v.01"
"mēmso-, mē(m)s-ro-","flesh.n.01, meat.n.01, flesh.v.01"
"u̯(e)rād-, u̯<sub>e</sub>rəd-, u̯rəd-","root.n.08, root.n.03, branch.n.01, branch.n.05, root.n.01, branch.n.02, root.n.04, branch.n.03, branch.v.02, twig.v.01, root.v.01, root.v.06, root.v.03, root.v.02"
1. bʰrū-,"eyebrow.n.01, brow.n.01"
2. ōus- : əus- : us-,"ear.n.01, ear.n.02, ear.n.04, ear.n.05"
gʰelǵʰ-,gland.n.01
"i̯ē̆kʷ-r̥(t-), genitive i̯ekʷ-n-és","liver.n.01, liver.n.02, liver.n.04, liver.n.03"
"pl(e)u-mon-, pleu-ti̯o-",lung.n.01
"gʰel-ond-, gʰol-n̥d-","stomach.n.01, stomach.n.04, stomach.n.03, stomach.v.01"
"reuto-, routo-, rut-","stomach.n.01, stomach.n.04, stomach.n.03, stomach.v.01"
*h₂melg̑-,"milk.n.02, milk.n.01, milk.n.04, milk.n.03, milk.v.01, milk.v.03, milk.v.02"
"glag-, or glak-","milk.n.02, milk.n.01, milk.n.04, milk.n.03, milk.v.01, milk.v.03, milk.v.02"
gʰerto-,"milk.n.02, milk.n.01, milk.n.04, butter.n.01, milk.n.03, butter.n.02, milk.v.01, milk.v.03, milk.v.02, butter.v.01"
su̯ēid-,"milk.n.02, milk.n.01, milk.n.04, milk.n.03, milk.v.01, milk.v.03, milk.v.02"
"moz-g-o-, moz-g-en-, mos-k-o-","brain.n.01, brain.n.02, brain.n.05, brain.v.02, brain.v.01"
mregʰ-m(n)o-,"brain.n.01, skull.n.01, brain.n.02, brain.n.05, brain.v.02, brain.v.01"
pīzdā-,vulva.n.01
"3. pes-, pesos",penis.n.01
ḱlou-ni-,"hip.n.01, buttock.n.01, hip.n.03, hip.n.05, hip.n.04"
2. lendʰ-,"hip.n.01, hip.n.03, hip.n.05, hip.n.04"
"1. enebʰ-, embʰ-, ombʰ-, nō̆bʰ-, nēbʰ-?, m̥bʰ-","navel.n.01, navel.n.02"
keis-,"shin.n.01, shin.n.03, shin.n.02"
*pesd-{1},fist.n.01
pn̥ksti-,fist.n.01
"2. ǵenu-, fem., ǵenədʰ- : ǵonədʰ-","chin.n.01, chin.v.01"
klā-,"place.n.03, place.n.12, place.n.15, place.n.02, place.n.04, place.n.06, place.n.10, place.n.13, place.v.06, place.v.11, place.v.05, place.v.16, place.v.15, install.v.03, place.v.02, place.v.09, place.v.12"
3. stel-,"place.n.03, place.n.12, place.n.15, place.n.02, place.n.04, place.n.06, place.n.10, place.n.13, place.v.06, place.v.11, place.v.05, place.v.16, place.v.15, install.v.03, place.v.02, place.v.09, place.v.12"
"eǵ-, eǵ(ʰ)om, eǵō","ego.n.03, ego.n.01"
bʰendʰ-,"bind.n.01, bind.v.09, bind.v.03, bind.v.04, bind.v.07, bind.v.02"
"dē- : də-, and dēi-, dī-","bind.n.01, bind.v.09, bind.v.03, bind.v.04, bind.v.07, bind.v.02"
"4. leig-, leiǵ-","bind.n.01, ligate.v.03, bind.v.09, ligate.v.02, bind.v.03, bind.v.04, bind.v.07, ligate.v.01, bind.v.02"
4. mei-,"bind.n.01, bind.v.09, bind.v.03, bind.v.04, bind.v.07, bind.v.02"
1. ned- : n<sub>e</sub>d-,"bind.n.01, bind.v.09, connect.v.06, connect.v.04, connect.v.05, bind.v.03, bind.v.04, bind.v.07, connect.v.01, connect.v.11, connect.v.08, bind.v.02, connect.v.03, connect.v.07"
"snēu- : snū-, and snĕu-","bind.n.01, bind.v.09, bind.v.03, bind.v.04, bind.v.07, bind.v.02"
3. u̯edʰ-,"bind.n.01, bind.v.09, attach.v.02, attach.v.03, attach.v.01, bind.v.03, bind.v.04, bind.v.07, bind.v.02"
oner-,"dream.n.05, dream.n.01, dream.n.02, dream.n.06, dream.v.01, dream.v.02"
*kʷei̯t-{1},"notice.n.02, notice.n.06, notice.n.07, notice.n.01, notice.n.04, recognize.v.04, recognize.v.02, notice.v.04, notice.v.02, recognize.v.09, recognize.v.08"
1.*kʷei̯-{1},"notice.n.02, notice.n.06, notice.n.07, notice.n.01, notice.n.04, perceive.v.02, notice.v.04, perceive.v.01, notice.v.02"
2.*su̯er-{1},"pain.n.03, pain.n.02, pain.n.04, pain.n.01, ulcerate.v.02, ulcerate.v.01, pain.v.02"
sāi-,"pain.n.03, pain.n.02, pain.n.04, pain.n.01, pain.v.02"
*kʷendʰ-{1},"experience.n.01, experience.n.02, experience.n.03, suffer.v.06, suffer.v.02, suffer.v.08, suffer.v.05, suffer.v.11, suffer.v.03, experience.v.03, suffer.v.01, suffer.v.10, experience.v.01, suffer.v.09"
*lei̯s-,"experience.n.01, experience.n.02, experience.n.03, learn.v.01, learn.v.02, learn.v.04, experience.v.03, experience.v.01"
*gʷʰedʰ-,"wish.n.04, wish.n.02, wish.n.01, ask.v.02, ask.v.04, ask.v.01, ask.v.03, ask.v.05, wish.v.06, wish.v.05, wish.v.03, ask.v.07, wish.v.01, wish.v.04, wish.v.02"
?*gʰei̯dʰ-{1},"wish.n.04, wish.n.02, wish.n.01, expect.v.05, expect.v.04, expect.v.01, expect.v.03, wish.v.06, wish.v.05, wish.v.03, wish.v.01, wish.v.04, wish.v.02"
?*gʷelh₃-{1},"wish.n.04, wish.n.02, wish.n.01, want.v.04, wish.v.06, wish.v.05, wish.v.03, want.v.02, want.v.03, wish.v.01, wish.v.04, wish.v.02, want.v.05"
?2.*h₃ep-,"wish.n.04, wish.n.02, wish.n.01, choose.v.01, elect.v.02, choose.v.02, choose.v.03, wish.v.06, wish.v.05, wish.v.03, wish.v.01, wish.v.04, wish.v.02"
gʷʰel-,"wish.n.04, wish.n.02, wish.n.01, wish.v.06, wish.v.05, wish.v.03, wish.v.01, wish.v.04, wish.v.02"
1. lē[i]- : ləi-,"wish.n.04, wish.n.02, wish.n.01, wish.v.06, wish.v.05, wish.v.03, wish.v.01, wish.v.04, wish.v.02"
u̯eḱ-,"wish.n.04, wish.n.02, wish.n.01, wish.v.06, wish.v.05, wish.v.03, wish.v.01, wish.v.04, wish.v.02"
"2. u̯el-, u̯lei-, u̯lē(i)-","wish.n.04, wish.n.02, wish.n.01, choose.v.01, elect.v.02, choose.v.02, choose.v.03, want.v.04, wish.v.06, wish.v.05, wish.v.03, want.v.02, want.v.03, wish.v.01, wish.v.04, wish.v.02, want.v.05"
"2. ǵen-, ǵenə-, ǵnē-, ǵnō-","know.n.01, know.v.04, know.v.01, know.v.03, know.v.02, know.v.07, know.v.05, know.v.11, know.v.10, know.v.09, recognize.v.04, recognize.v.02, recognize.v.09, recognize.v.08"
2. u̯(e)id-,"know.n.01, wit.n.01, see.n.01, know.v.04, know.v.01, know.v.03, know.v.02, know.v.07, know.v.05, know.v.11, know.v.10, know.v.09, see.v.10, see.v.05, see.v.18, see.v.23, see.v.15, see.v.22, see.v.01, see.v.17, see.v.19, see.v.11, see.v.12"
*sep-,"respect.n.01, respect.n.03, treat.n.02, treat.v.03, treat.v.08, respect.v.01, treat.v.07, treat.v.05, respect.v.02, treat.v.01"
?*u̯eHg̑ʰ-{1},"respect.n.01, respect.n.03, acknowledge.v.06, respect.v.01, acknowledge.v.05, acknowledge.v.04, acknowledge.v.02, respect.v.02"
*k(ʷ)lei̯k̑-{1},"plague.n.05, plague.n.04, plague.n.02, plague.n.01, torment.v.01, torment.v.02"
"enos-, or onos-","burden.n.01, burden.n.04, burden.v.01"
mātér-,"mother.n.05, mother.n.01, mother.n.04, mother.n.03, mother.n.02, mother.v.01"
kelg-,"intrigue.n.01, intrigue.n.02, intrigue.v.01"
"ḱīō̆n-, ḱīsō̆n-?","pillar.n.01, pillar.n.03"
2. leip-,"request.n.01, request.n.02, request.v.01, request.v.02, request.v.03"
baba-,"babble.n.01, babble.v.02, babble.v.01"
bata-,"babble.n.01, murmur.v.02, babble.v.02, murmur.v.01, babble.v.01"
*h₂erH-{1},"dissolve.n.01, dissolve.v.11, dissolve.v.10, dissolve.v.09, disappear.v.01, dissolve.v.08, dissolve.v.02, dissolve.v.01, dissolve.v.07, dissolve.v.06, dissolve.v.05"
gʰeləd-,"hail.n.03, ice.n.05, hail.n.02, ice.n.02, hail.n.01, ice.n.03, ice.n.01, ice.v.03, ice.v.02, hail.v.04, hail.v.03, hail.v.02, hail.v.05"
5. ai- : oi-,"oath.n.02, oath.n.03"
"2. leugʰ-, lugʰ-","oath.n.02, oath.n.03"
*h₁u̯eh₂-{0},"leave.n.02, leave.n.01, cease.n.01, leave.v.04, leave.v.12, leave.v.02, leave.v.01, depart.v.03, roar_off.v.01, leave.v.08, leave.v.07, leave.v.06, leave.v.03, leave.v.11"
?*u̯end-{1},"acclaim.n.01, praise.n.01, praise.n.02, praise.v.01, acclaim.v.01"
1. neu-,"praise.n.01, praise.n.02, praise.v.01"
1. neid-,"abuse.n.02, shame.n.01, shame.n.02, abuse.v.04, abuse.v.03, shame.v.04, shame.v.03, shame.v.02"
"ono-, and onə-, also (o)no-d-","abuse.n.02, abuse.v.04, abuse.v.03"
gʷeid(ʰ)-,"mud.n.02, mud.n.01, mud.v.02"
