root,meaning,derivative,derivative meaning,language,form,dictionary
2. sal-,"gray, dirty, sallow",sialadenitis,salivary gland inflammation,English,noun,pokorny
sā̆lo-,wavy,Salon,AI,Illyrian,To Be Determined,pokorny
sāno-s,"sane, healthy?",insane,not sane,English,adjective,pokorny
"sap-, sab-","to taste, savvy, perceive",mōd-sefa,"mind, spirit",Old English,noun weak (inflection) masculine (gender),pokorny
sasi̯o-,(type of grain),sasyá-,Field crop,Sanskrit,To Be Determined,pokorny
"saus-, sus-","sere, dry","sēar, siēre",sere,Old English,adjective,pokorny
"sā́u̯el-, sāu̯ol-, suu̯él-, su̯el-, sūl-","Sol, sun",sundew,drosera: insectivorous plant,English,noun,pokorny
se-,"self, one's own",seduce,to persuade to disobey,English,verb,pokorny
sed-,"to sit, set, settle",sewer,sewer,Middle English,noun,pokorny
1. seg-,to sow (seed),"seges, -etis",Seed,Latin,To Be Determined,pokorny
"2. seg-, nasalized seng-","to attach, tack on","sagum, sagi",rough mantle,Latin,noun neuter (gender),pokorny
"seǵʰ-, seǵʰi-, seǵʰu-","to possess, hold fast, persevere, overcome; victory",Ophiuchus,"equatorial constellation, lit. snake-holder",English,proper noun,pokorny
"sei-, soi-","to drip, be damp",hufen,cream,Welsh,noun,pokorny
1. sē-,to sift,ethmoid,re: bone(s) of walls/septum of nasal cavity,English,adjective,pokorny
"2. sē- : səi- : sī-, sē- : sə-, and sei- : si-","to sow, dispatch, disseminate, let fall",hir,long,Middle Breton,adjective,pokorny
"3. sē-, səi- : sī-, and sei- : si-","to bind, strap, tie","seono, se(o)nu, si(o)nu, synu","nerve, sinew",Old English,noun feminine (gender),pokorny
"sē[i]dʰ- : sī̆dʰ-, and sədʰ-","to aim at, strive for",sā́dhati,"reaches the goal, brings to the goal, alright",Sanskrit,To Be Determined,pokorny
"sē̆ik-, sī̆k-","to grip, reach for","síekti, síekia, síekė","to reach, try to get",Lithuanian,verb,pokorny
seikʷ-,"to spill, pour out",desiccate,to (cause to) dry up,English,verb,pokorny
"seip-, seib-","to sift, pour out",sāpe,"soap, salve",Old English,noun feminine (gender),pokorny
1. sek-,"to run off, dry out (re: water)",á-sak-ra-,not ceasing,Sanskrit,To Be Determined,pokorny
2. sē̆k-,"to cut, section, dissect",Irensaga,mountain in Tolkien: The Lord of the Rings,English,proper noun,pokorny
3. sēk-,"to abate; lazy, quiet",ἤκιστος,"slowest, most sluggish",Homeric Greek,adjective,pokorny
1. sekʷ-,"to segue, follow",secg,"man; hero, warrior",Old English,noun masculine (gender),pokorny
2. sekʷ-,"to see, notice; show, say, speak",sawe,saw,Middle English,noun,pokorny
1. sel-,"salon, dwelling place",solifluction,soil creep over frozen ground,English,noun,pokorny
"2. sel-, su̯el-","sill, beam, board",syll(e),sill,Old English,noun feminine (gender),pokorny
3. sel-,"to grab, seize, take",sellaim,to take,Old Irish,verb,pokorny
4. sel-,"to jump, leap, spring, exult",as(s)ailen,to assail,Middle English,verb transitive,pokorny
5. sel-,"to creep, crawl",tsárati,"creep, creep closer, sneaking up",Sanskrit,To Be Determined,pokorny
"6. sel-, selə- : slā-","lucky, favorable; luck",sēlei,goodness,Gothic,noun,pokorny
selǵ-,"to pour out, set free, send/throw away",a-sealcan,"to sulk, languish, be(come) weak/idle/remiss/slothful",Old English,verb strong (inflection),pokorny
selk-,"to pull, drag; sulcus, furrow",hulc,"hulk, light ship",Old English,noun masculine (gender),pokorny
selos-,"sea, lake, swamp",elodea,submerged aquatic herb,English,noun,pokorny
selp-,"salve, fat, butter",kwakzalver,quacksalver,Dutch,noun,pokorny
1. sem-,"to draw, pour, scoop",ἀμάομαι,collect/gather,Greek,To Be Determined,pokorny
2. sem-,"one, some, together",samr,same,Old Norse,adjective,pokorny
3. sem-,summer,sam,"sun, summer",Old Irish,noun,pokorny
sēmi-,"half, semi-",sesqui-,one and a half,English,prefix,pokorny
"sen-, sene-, senu-, senə-","to prepare, work on","autentik(e), auctentyke",authentic,Middle English,adjective,pokorny
sendʰro-,"clotted, coagulated; fluid, melted, etc.",sinder,cinder,Middle English,noun,pokorny
sengʷ-,"to sink, sag, fall","sincan, sanc, suncon, suncen",to sink,Old English,verb strong (inflection),pokorny
sengʷʰ-,to sing,Meistersinger,master of 14th-16th century German guild cultivating traditions of medieval Minnesingers,English,proper noun,pokorny
"seni-, senu-, s<sub>e</sub>ni-, sn̥-ter-","for oneself; sundry, separate",sinecure,ecclesiastical benefice without cure of souls,English,noun,pokorny
senk-,"to singe, burn, dry",sengan,to singe,Old English,verb weak (inflection),pokorny
sen-,"old, senile, senior",monsieur,"mister, gentleman, lit. my sir",French,noun masculine (gender),pokorny
sent-,"to send, go, choose direction; to sense",godsend,"needed thing, desirable event",English,noun,pokorny
sep-,"to honor, care for, concern oneself with",sepulcre,sepulcher,Middle English,noun,pokorny
septm̥,seven,septennial,(happening) every 7 years,English,adjective,pokorny
1. ser-,"to flow, stream",samsara,"eternal cycle: birth, misery, death",English,noun,pokorny
2. ser-,"to serve, guard, protect, shelter",Saruman,treacherous white wizard in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"3. ser-, sor-",red,sarkanais,(the) red,Latvian,adjective definite,pokorny
4. ser-,"to insert, line up, put/bind together",consort,consort,Middle English,noun,pokorny
"5. ser-, extended serp-",sickle,harpoon,barbed spear/javelin,English,noun,pokorny
serk-,"to fence; hedge, plaited work",sartorial,re: tailor/tailored clothing,English,adjective,pokorny
serp-,"to creep, crawl",serpent,serpent,Middle English,noun,pokorny
"1. seu-, seʷə- : sū-","sop, soup, juice, liquid",Sol-mōnaþ,"February, lit. mire-month",Old English,proper noun masculine (gender),pokorny
"2. seu-, seu̯ə-, sū̆-",to bear (a child); son,Hamson,hobbit in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"3. seu- : su-, seu̯ə- : sū-","to bend, turn",suváti,"sets in motion, excites, enlivens",Sanskrit,To Be Determined,pokorny
"4. seu-, seu-t-","to seethe, boil",besūtian,to dirty,Old English,verb,pokorny
seug-,"sad, sick, grievous, afflicted",seōc,sick,Old English,adjective,pokorny
"seu̯ə-, sū-",to leave behind?,ἐάω,let/allow,Greek,To Be Determined,pokorny
seu̯i̯o-,(to the) left,savyá-,link,Sanskrit,To Be Determined,pokorny
si̯ē[u]-ro- : si̯ə-ur-,brother-in-law,syālá-,Brother of the woman,Sanskrit,To Be Determined,pokorny
"si̯ū-, sīu̯-",to sew,Kamasutra,Sanskrit treatise re: love/pleasure,English,proper noun,pokorny
"skabʰ-, skambʰ-",to support,shamble,table for exhibiting meat for sale,English,noun,pokorny
kāi-,"bright, shining","hād, hǣd","rank, status",Old English,noun,pokorny
"kai-, kai-d-, kai-t-","to cuff, kick",fratricide,one who kills a sibling,English,noun,pokorny
"sḱāi-, sḱəi- : sḱī-",to shine/shimmer dully; shadow,moonshine,moonlight,English,noun,pokorny
"kamb-, and kemb-","to bend, curve, hump",camm,crooked,Old Irish,adjective,pokorny
"ked-, ke-n-d-","to crush, shatter, split to pieces",scateren,to scatter,Middle English,verb,pokorny
sḱed-,to cover,chadati,"covers, conceals",Sanskrit,To Be Determined,pokorny
skē̆i-,"to cut, skive, exscind, separate",prescience,"foresight, knowledge of events/actions before occurrence",English,noun,pokorny
"skē̆i-bʰ-, nasalized ski-m-bʰ-",to limp; slanting,skeifr,crooked,Old Icelandic,To Be Determined,pokorny
"kek-, skeg-","to jump, spring, move quickly; shake","sc(e)acan, scēoc, scōc, sc(e)acen","to shake; flee, hurry",Old English,verb strong (inflection),pokorny
1. kel-,"to cut, halve",Oakenshield,epithet for Thorin in Tolkien: The Hobbit,English,proper noun,pokorny
2. kel-,"to owe, be guilty","sculan, sceal, sculon, scolde","shall, ought to",Old English,verb preterite-present (verb) class 4,pokorny
3. kel-,"to parch, dessicate, dry out",sceald,shoal,Old English,adjective,pokorny
"4. kel-, extended klā-, klō-",to bend; crooked,cocatrice,cockatrice,Middle English,noun,pokorny
ḱel-,"to jump, spring",śalabha-,Grasshopper,Sanskrit,To Be Determined,pokorny
skʰel-,to stumble,skhálatē,"stumbles, wavers, goes wrong",Sanskrit,To Be Determined,pokorny
ḱem-,"deformed, disabled, mutilated; hornless",skammr,short,Old Norse,adjective,pokorny
ken-,"to skin, flay, split off",Skinbark,Ent a.k.a. Fladrif in Tolkien: The Lord of the Rings,English,proper noun,pokorny
skendʰ-,"to dive, plunge","skę̃sti, skę̃sta, skeñdo",to drown,Lithuanian,verb,pokorny
keng-,"to hobble; lame, slanted",Longshanks,epithet for Strider in Tolkien: The Lord of the Rings,English,proper noun,pokorny
1. kep-,"to hide, cover","σκέπας, -αος","Ceiling, cover, protective roof",Greek,To Be Determined,pokorny
"2. kē̆p-, kō̆p-, and kā̆p-, kē̆b-, skob-, and skā̆b-","to cut, shave, split with sharp tool",scaphocephalic,"boat-shaped, re: long narrow skull deformity",English,adjective,pokorny
1. ker-,"to shrink, dry out, wrinkle up; dry, thin",skare,hard frozen crust on the snow,Norwegian,To Be Determined,pokorny
"2. ker-, skerə- : skrē-",to jump,coruscate,"to flash, sparkle",English,verb intransitive,pokorny
3. ker-,"to bend, curve, turn",circadian,re: circa 1-day periodicity,English,adjective,pokorny
"4. ker-, kerə-, krē-","to cut, shear, score, scribe",postscript,note(s) appended to completed letter/article/book,English,noun,pokorny
sḱer-,"to defecate; dung, excrement","þreax, þreahs",rottenness,Old English,noun,pokorny
"kerb-, kreb-, nasalized kremb-","to curve, turn","hearpe, hærpe",harp,Old English,noun feminine (gender),pokorny
kert-s-,"across, straight along",-xeṙ,"defiant, rebellious",Armenian,To Be Determined,pokorny
skēt- : skət-,"to jump, spring","skatīties, skatos, skatījos","to gaze, stare, look at",Latvian,verb,pokorny
"skētʰ-, skətʰ-","to scold, scathe, injure, damage",schadenfreude,malicious pleasure in others' misfortunes,English,noun,pokorny
1. keu-,"to perform, carry out",σκεῦος,"Equipment, armor",Greek,To Be Determined,pokorny
"2. keu-, keu̯ə : kū-","to hide, wrap, cover",bōc-hūs,"library, lit. book-house",Old English,noun neuter (gender),pokorny
"3. skē̆u-, ksē̆u-",to sneeze,kṣāuti,not at all,Sanskrit,To Be Determined,pokorny
6. skēu-,"to cut, scratch, separate",caur,through,Latvian,adverb(ial),pokorny
sḱē̆u-,"to push, shoot, throw","šáudyti, šáudo, šáudė",to shoot,Lithuanian,verb,pokorny
"skeub-, skeubʰ-, skeug-","to shove, move, shoot, throw",sc(e)oh,shy,Old English,adjective,pokorny
1. skeud-,"to grumble, protest; unwilling",σκυδμαίνω,"be angry, fume",Greek,To Be Determined,pokorny
2. keud-,"to shoot, throw",scēata,"corner, angle; sheet (line), lower corner of sail",Old English,noun masculine (gender),pokorny
"keup-, skeub-","sheaf, bunch, flock, etc.",scēaf,"sheaf, bundle",Old English,noun masculine (gender),pokorny
"keut-, keudʰ-","to shrink, shrivel up",hott,"small, shrunken person",Swedish,To Be Determined,pokorny
"sḱlēk-, sḱlək-","to spray, sprinkle; wet",slag,Wetness (from rain),Old Icelandic,To Be Determined,pokorny
skordʰo-,"pan, vessel; potsherd",scart-īsarn,cast iron pan,Old High German,To Be Determined,pokorny
skot-,"shade, shadow, darkness",scotophil,growing/functioning best in darkness,English,adjective,pokorny
kū̆t-,"to shake, shudder","scendan, scyndan","to hurry, hasten",Old English,verb weak (inflection),pokorny
kʷalo-s,"(type of large fish, e.g. whale)",narwhal,arctic cetacean,English,noun,pokorny
sku̯erb-,"to pierce, stick (of thorns)",spern,spinal,Breton,To Be Determined,pokorny
"sku̯oi̯-, sku̯i-","thorn, needle",scē,Hagedorn,Old Irish,To Be Determined,pokorny
lā̆gʷ-,"to grab, latch, seize",læcc(e)an,to latch,Old English,verb,pokorny
slak-,"to hit, hammer",slacain,I beat,Middle Irish,verb 1st person singular (number),pokorny
"lēg- : ləg-, and leg-","weak, feeble, languid",laissier,"to leave, let go",Old French,verb,pokorny
leidʰ-,to slide; slippery,slīdan,to slide,Old English,verb strong (inflection),pokorny
leig-,"to hack, hit","ligō, -ōnis",Heel,Latin,To Be Determined,pokorny
"slenk-, sleng-","to turn, wind; creep, slink",slingshot,Y-shaped stick with elastic strap for flinging small stones,English,noun,pokorny
leu-,"slack, feeble, loosely hanging",lott,whore,Middle Irish,noun,pokorny
sleub-,"to slide, slip","cūslyppe, cūsloppe","cowslip, lit. cow-dung",Old English,noun feminine (gender),pokorny
"leug-, leuk-",to swallow,"atšļūkt, atšļūcu, atšļūcu",to slip down,Latvian,verb,pokorny
"leuǵ-, leuḱ-","to slide, slip",slōh,"slough, miry place",Old English,noun masculine (gender),pokorny
"leup-, leub-",to hang slackly,sloberen,to slobber,Middle English,verb,pokorny
"lī- : sləi-, or slōi-, slī-u̯o-","livid, bluish",Slocombe,Slocum,Middle English,proper noun,pokorny
"slougo-, slougā-","help, service",sluagh,army,Irish,noun masculine (gender),pokorny
"lr̥g-, and sler-",(onomatopoeic: to swallow),"λάρυγξ, -υγγος",Throat,Greek,To Be Determined,pokorny
"sme, smā̆","really, truly (emphatic particle)","μέν, μήν",verily; on the one hand,Greek,particle,pokorny
"smē-, smeī-, sm-ei-","to rub, smear",microfiche,card/sheet of microfilm,English,noun,pokorny
smeg-,"to smack, taste",smæc(c),"smack, taste, savor",Old English,noun masculine (gender),pokorny
"1. mei-, smeu-",to smile,Mirrormere,glassy lake in Tolkien: The Lord of the Rings,English,proper noun,pokorny
2. smēi- : sməi- : smī̆-,"to carve, work with sharp tool",blacksmith,one who shapes/forges iron with hammer/anvil,English,noun,pokorny
"smeit-, smit-",to throw,"hlāfmæsse, hlāfmesse","Lammas, lit. loaf-mass",Old English,noun feminine (gender),pokorny
smek-,"beard, chin",śmaśru-,"Beard, mustache",Sanskrit,To Be Determined,pokorny
1. smel-,"to smolder, burn slowly","smel, smul",smell,Middle English,noun,pokorny
2. smel-,gray,μελίη,ash tree; (shaft of) lance,Homeric Greek,noun feminine (gender),pokorny
mer-,"to mourn, remember, think of, care for",dimer,two identical molecules combined,English,noun,pokorny
"smerd-, smord-",to stink,smeortan,to smart,Old English,verb strong (inflection),pokorny
smeru-,"fat, grease, smear",sme(o)ru,smear,Old English,noun neuter (gender),pokorny
"meukʰ-, meug-, meugʰ-",to smoke; smoke,smoca,smoke,Old English,noun masculine (gender),pokorny
smog-,"heavy, burdensome",μόγος,"Effort, exertion",Greek,To Be Determined,pokorny
"snā-, snə-, snāu-, sn-eu-, sn-et-","to flow, swim; damp",snyflan,to snivel,Old English,verb,pokorny
nadʰ-,"to cut, slice",snad,"carving, cutting",Irish,To Be Determined,pokorny
"nē-, and nēi-","to spin, twist threads together",snāth,thread,Old Irish,noun masculine (gender),pokorny
"nēbʰ-ri-, nōbʰ-ri-","thin, narrow",nurb,"narrow, slender, thin, and the like",Armenian,To Be Determined,pokorny
sneig-,"to crawl, snake",snaca,"snake, reptile",Old English,noun masculine (gender),pokorny
sneigʷʰ-,to snow; snow,Snowbourn,Rohan river in Tolkien: The Lord of the Rings,English,proper noun,pokorny
sneit-,to cut,"sniðan, snīðan",to cut,Old English,verb strong (inflection),pokorny
"snēp-, snōp-, snəp-",to gather in sheaves/bundles; twist into rope,napurae,Straw ropes,Latin,To Be Determined,pokorny
"1. ner-, nur-","to snarl, growl",schnorrer,Jewish beggar,English,noun slang,pokorny
2. ner-,"to turn, wind, etc.",ge-sneorcan,to shrivel up,Old English,verb,pokorny
nerb-,to cut?,snerpen,"to burn, smart (of a wound)",Dutch,verb,pokorny
"snēu- : snū-, and snĕu-","to turn, bind, attach; band, sinew",snēowan,to hasten,Old English,verb strong (inflection),pokorny
sneubʰ-,"to woo, marry",nympholepsy,frenzy/ecstasy thought to be induced by nymphs,English,noun,pokorny
1. sneud-,"to drowse, slumber; drowsy, sleepy",nystagmus,rapid involuntary eyeball oscillation,English,noun,pokorny
2. sneudʰ-,"fog, mist",nuance,subtle distinction/variation,English,noun,pokorny
snusós,daughter-in-law,snoru,daughter-in-law,Old English,noun feminine (gender),pokorny
"so, sā","(nom. sg. demonstrative stem: he, she)","se, sēo, sīo","the, that; he, she",Old English,definite,pokorny
"solo-, solu̯o-","whole, well-kept, salubrious","cieo, ciēre",to move,Latin,verb,pokorny
sō[u]rā : sōrā,calf (of leg),ἄωροι πόδες,Legs without calves,Greek,To Be Determined,pokorny
spako-,point; small drop,ψακάς,"Raindrops, crumbs",Greek,To Be Determined,pokorny
"spē-, spə-",long flat piece of wood,spadu,spade,Old English,noun feminine (gender),pokorny
"speǵ-, or spō̆ǵ-","to watch sharply, be attentive",spakr,"quiet; wise, learned",Old Norse,adjective,pokorny
1. pē̆i- : pī̆-,"sharp/pointed stick: spile, spit, etc.",finn,fin,Old English,noun,pokorny
"2. spei : spī̆, and spē : spə-","to pull, drag",spann,span,Old English,noun feminine (gender),pokorny
"3. spē-, spī-, and spʰē- : spʰə-","to fatten, prosper, succeed, etc.",spēd,"means, riches, success, prosperity",Old English,noun feminine (gender),pokorny
speḱ-,"to watch, inspect, spy on",auspex,"leader, protector, bird augur",Latin,noun,pokorny
pel-,"to speak aloud, tell with emphasis",lāð-spell,"painful/grievous story, lit. ill-news",Old English,noun strong (inflection) neuter (gender),pokorny
1. pel-,"to cut, split, spall, tear off; board",speld,"torch, piece of wood",Old English,noun strong (inflection) neuter (gender),pokorny
2. pel-,"to shine, glitter",resplendent,"lustrous, shining brilliantly",English,adjective,pokorny
pelg-,"to split, splinter",p'elk,long piece of wood or fabric,Armenian,To Be Determined,pokorny
"spelǵʰ, splenǵʰ-, splē̆ǵʰ-",milt; spleen,selg,spleen,Old Irish,noun,pokorny
1. pen-,"to pull, spin",pund,pound,Old Frisian,noun,pokorny
"2. *pen-, pon-, pondʰo-",wooden pail,p'und,Vessel,Armenian,To Be Determined,pokorny
spend-,to offer a libation,espousen,to espouse,Middle English,verb,pokorny
sped-,"to shake, quiver",spandatē,"twitches, lashes out",Sanskrit,To Be Determined,pokorny
speng-,"to shine, glitter",spincan,"to spunk, spark, sparkle",Old English,verb,pokorny
"speno-, stē̆no-, pstē̆no-","teat, breast, nipple",sine,Teat,Old Irish,To Be Determined,pokorny
1. per-,"pole, spar, rafter",spere,"spear, lance, javelin",Old English,noun neuter (gender),pokorny
2. sper-,"(type of bird, esp. sparrow)",spearwa,sparrow,Old English,noun masculine (gender),pokorny
3. sper-,"to turn, wind",esparto,Spanish/Algerian grass,English,noun,pokorny
"4. per-, perəg-","to rip, tear; rag, snippet",p'ert',torn piece,Armenian,To Be Determined,pokorny
"1. sper-, sperə-","to rush, push away, act rashly, etc.","spora, spura",spur,Old English,noun masculine (gender),pokorny
"2. per-, sprei-, spreu-","to sow, strew, spread, scatter, sprinkle",bouspret,bowsprit,Middle English,noun,pokorny
3. sper-,balls of goat/sheep excrement,σφυράς,Dung pellets from goats and sheep,Attic,To Be Determined,pokorny
"sperd-, pred-, nasalized sprend-","to rush, sprint, spring; running",sprenten,"to sprent, spring up",Middle English,verb,pokorny
"*pereg-, perəg-, prēg-, nasalized spreng-","to rush, hurry; strew, sprinkle, disperse",besprecan,"to tell, plead, pretend, speak to/about",Old English,verb strong (inflection) class 5,pokorny
"sperǵʰ-, spreǵʰ-, nasalized sprenǵʰ-","to rush, hurry, spring, jump","ǣ-spring, ǣ-sprynge","fountain, lit. water-spring",Old English,noun neuter (gender),pokorny
peu-d-,"to press, hurry",poy,Hurry,New Persian,To Be Determined,pokorny
pī̆ko-,woodpecker (or other large bird),pīc,"pike, point, pick(ax)",Old English,noun masculine (gender),pokorny
pingo-,"finch, sparrow",hawfinch,Eurasian finch with white/brown/black feathers,English,noun,pokorny
"pi̯ēu- : pi̯ū-, pīu̯-","to spit, spew, sputter","spǣtl, spātl",spittle,Old English,noun neuter (gender),pokorny
plei-,"to cut, split",flint,flint,Old English,noun masculine (gender),pokorny
pleiǵʰ-,to splay (legs),plḗhatē,"goes, moves",Sanskrit,To Be Determined,pokorny
poimno-,"foam, spume, spray",fām,foam,Old English,noun neuter (gender),pokorny
spreig-,"to teem, abound, overflow",σφριγάω,"I am bursting, swelling, full of vitality, eager, and lustful.",Greek,To Be Determined,pokorny
"srebʰ-, sr̥bʰ-, and serbʰ-","to sip, slurp, swallow",absorb,"to absorb, swallow up",Middle English,verb,pokorny
"sr-edʰ-, sr-et-","to boil, spout, whirl",strudel,paper-thin dough rolled with filling then baked,English,noun,pokorny
reigʰ-,"to creep, climb, clamber",ríṅgati,"moves laboriously, crawls",Sanskrit,To Be Determined,pokorny
srenk-,to snore,srennim,I snore,Old Irish,verb 1st person singular (number),pokorny
srēno-,"body part (e.g. hip, loins)",rāna,"the outer part of the thigh, thigh",Avestan,To Be Determined,pokorny
sresk-,"to drip, drizzle",srask-,"drip, drip off; drizzle",Avestan,To Be Determined,pokorny
sreu-,"to stream, flow",sastruga,long wavelike snow ridge,English,noun,pokorny
sreup-,"dirty, scabby",ῥύπος,"Dirt, impurity",Greek,To Be Determined,pokorny
"srīg-, srīgos-","cold, frost",frigid,intensely cold,English,adjective,pokorny
srō̆mo-,lame,srāmá-,lame,Sanskrit,To Be Determined,pokorny
stā- : stə-,to stand,amphistylar,having columns on opposite sides,English,adjective,pokorny
stag-,"to drip, drizzle, trickle",epistaxis,nosebleed,English,noun,pokorny
tāi-,"to steal, do secretly",steenbok,small antelope of SE Africa,English,noun,pokorny
"stāi-, stī̆-, sti̯-ā-","to condense, press together; stiff; stone",Elfstan,hobbit in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"stāk-, stek-","to place, stand",stæg,stay: rope,Old English,noun neuter (gender),pokorny
"steb-, and stēb- : stəbʰ-, nasalized stemb-, step-, also stēp-?, nasalized stemp-, nominal stəbʰo-s, stembro-s, stombo-s","stump, post, pillar; to support, etc.",stabs,"element, rudiment",Gothic,noun,pokorny
1. teg-,"to deck, thatch, cover; house, roof",étach,garment,Old Irish,noun,pokorny
2. teg-,"stake, pole, beam",staca,"stake, pole",Old English,noun masculine (gender),pokorny
"stegʰ-, nasalized stengʰ-","stick, stalk, stang, etc.","stacga, stagga",stag,Old English,noun masculine (gender),pokorny
tei-,"sharp, pointed; spike, style, stylus",stimulus,thing that rouses/incites to activity,English,noun,pokorny
"stē̆ib-, stī̆b-, stē̆ip-, stī̆p-","stick, pole, stake; stiff",stīf,stiff,Old English,adjective,pokorny
teig-,"to stick, prick; sharp",snickersnee,knife resembling sword,English,noun,pokorny
steigʰ-,"to climb, ascend; stride, march",acrostiche,acrostic,Old French,noun,pokorny
teigʷ-,"arm, shoulder; thigh, hip",tʿikunkʿ,"back, shoulder; help, auxiliary",Classical Armenian,noun,pokorny
1. tel-,"to urinate, let flow",σταλάσσω,"let flow; trickle, drip",Greek,To Be Determined,pokorny
"2. stel-, stelə-","to dilate, broaden, stretch out; broad",dilaten,to dilate,Middle English,verb,pokorny
3. stel-,"to put, place",locavore,one who prefers locally grown food,English,noun,pokorny
stem-,"to push, thrust; stumble, stutter",gistemōn,"To keep to, to comply",Old High German,To Be Determined,pokorny
1. ten-,"to drone, groan, thunder, etc.",þunresdæg,"Thursday, lit. Thor's day",Old English,noun masculine (gender),pokorny
2. sten-,"to narrow, hem in",stīð,"stiff, hard; stern, brave",Old English,adjective,pokorny
"1. ter-, terə- : trē-","stark, stiff, solid, rigid, etc.",Starkhorn,Rohan mountain in Tolkien: The Lord of the Rings,English,proper noun,pokorny
2. stē̆r-,star,ǣfen-steorra,evening-star,Old English,noun masculine (gender),pokorny
3. ster-,"to rob, steal",stealc,lofty,Old English,adjective,pokorny
"4. ster-, also sterə- : strē-, strei-, streu-","line, streak, strip, stripe",*strāc,stroke,Old English,noun,pokorny
"5. ster-, sterə- : strē-, steru- : streu-","to strew, scatter, spread out",Langstrand,Gondor coast in Tolkien: The Lord of the Rings,English,proper noun,pokorny
6. ster-,"barren, sterile, unfruitful",sterilis,sterile,Latin,adjective,pokorny
7. ter-n-,"thorn, prickly stalk",æppel-ðorn,"crab-apple (tree), lit. apple-thorn",Old English,noun masculine (gender),pokorny
8. ter-,"dung, stercory, dirty water; to rot, befoul",troaz,urine,Breton,noun,pokorny
"sterg-, sterk-","to care for, pay careful attention to","strěšti, strěgǫ, strěgeši","to watch, guard, protect",Old Church Slavonic,verb,pokorny
1. teu-,"to hit, push, thrust",antitypus,antitype,Medieval Latin,noun,pokorny
2. steu-,to praise (aloud),Avesta,sacred texts of Zoroastrianism,English,proper noun,pokorny
steu̯ə-,"to coagulate, become dense/thick",ghr̥ta-stāvaḥ,"Grease, drops",Sanskrit,To Be Determined,pokorny
"stilp-, stilb-","to shine; to look, show",στίλβω,"to shine, be radiant",Greek,verb,pokorny
stomen-,"mouth, stoma",xerostomia,(abnormal) dryness of mouth,English,noun,pokorny
"storos, stornos, str̥nos?","starling, songbird",stær,"stare (bird), starling",Old English,noun masculine (gender),pokorny
1. streig-,"to halt, pause, falter, be(come) stuck",strika,"to stop, pause",Norwegian,verb,pokorny
2. streig-,"taut, stiff, strict; to twist; rope",strician,"to knit, darn, mend, repair",Old English,verb,pokorny
"3. treig-, streid-",to hiss,strident,"grating, harsh sounding",English,adjective,pokorny
"strenk-, streng-","tight, cramped; cord, string",strang,strong,Old English,adjective,pokorny
"trep-, treb-","to cry, make wild noises",þræft,"discord, dispute, quarrel",Old English,noun,pokorny
stru-,"gray-haired, old (man)",sruith,"old, venerable",Old Irish,To Be Determined,pokorny
"su-, sū-","good, well",su-,"good, well",Sanskrit,To Be Determined,pokorny
"sū̆-s, suu̯-ós","pig, sow, swine",mere-swīn,"dolphin, porpoise, lit. sea-pig",Old English,noun neuter (gender),pokorny
"sū-ro-, sou-ro-","sour, bitter, salty; cheese",sūr,sour,Old English,adjective,pokorny
1. sūs-,to whistle (of wind),sūsōn,to whoosh,Old High German,To Be Determined,pokorny
2. sūs-,"parent, creator, producer",sūḥ,Producer,Sanskrit,To Be Determined,pokorny
su̯ād-,sweet; to enjoy something,swēte,sweet,Old English,adjective,pokorny
su̯ard-,to laugh,σαρδάνιος,"mocking, derisive",(no examples of this in text),To Be Determined,pokorny
"su̯ei-, su̯i-","to pipe, whistle, sibilate",chufa,Old World sedge with edible tubers,English,noun,pokorny
su̯ē̆-,"to bend, turn, swing, swivel",swæþ,"swath, track, mark of moving body",Old English,noun neuter (gender),pokorny
1. su̯eid-,"to shine, glisten",consideren,to consider,Middle English,verb,pokorny
2. su̯eid-,"to sweat, perspire; sweat",swǣtan,to sweat,Old English,verb weak (inflection),pokorny
su̯ēid-,milk,kṣvidyati,becomes damp,Sanskrit,To Be Determined,pokorny
su̯ek-,to smell (good),chweg,"sweet, pleasant",Welsh,To Be Determined,pokorny
su̯ekrū́-,husband's mother,śváśura-,Father-in-law,Sanskrit,To Be Determined,pokorny
"su̯eḱs, seḱs, kseḱs, ksu̯eḱs, u̯eḱs : uḱs",six,sexennial,(happening) every 6 years,English,adjective,pokorny
sekʷo-s,"sap, pitch, resin",opium,opium,Middle English,noun,pokorny
1. su̯el-,"to eat, drink, swill, swallow",markhor,large wild Himalayan goat,English,noun,pokorny
2. su̯el-,"to burn, smolder, swelter",swelan,to burn,Old English,verb,pokorny
"3. su̯el-, su̯ol-, sul-",sole of foot; ground,sole,sole,Middle English,noun,pokorny
"su̯e-lo-, su̯elii̯o-",brother-in-law,ἀέλιοι,Brothers-in-law,Greek,To Be Determined,pokorny
su̯elplo-s,sulphur,"swef(e)l, swæfl",sulfur,Old English,noun masculine (gender),pokorny
su̯em-,"to swim, move",rocketsonde,meteorological instrument transported aloft by rocket,English,noun,pokorny
su̯en-,"to sound, resound",swinn,"sound, melody",Old English,noun masculine (gender),pokorny
u̯endʰ-,"to dwindle, disappear",swintan,"fade away, lose weight, wither, become unconscious",Old High German,To Be Determined,pokorny
