root,meaning,derivative,derivative meaning,language,form,dictionary
"5. mei-, mi-neu-",to lessen,deminishen,to diminish,Middle English,verb,pokorny
"5. mei-, mi-neu-",diminish; small,deminishen,to diminish,Middle English,verb,pokorny
"5. mei-, mi-neu-",minor,deminishen,to diminish,Middle English,verb,pokorny
"6. mei-, mei̯u-, min-, mim-",(onomatopoeic: high thin sound),mimāti,"bleats, roars, screams",Sanskrit,To Be Determined,pokorny
"meigʰ-, also meik-",to flicker,micken,observe,Middle Low German,To Be Determined,pokorny
"meigʰ-, also meik-",twinkle; mist,micken,observe,Middle Low German,To Be Determined,pokorny
meiǵʰ-,to micturate,mīgan,to urinate,Old English,verb strong (inflection),pokorny
meiǵʰ-,urinate,mīgan,to urinate,Old English,verb strong (inflection),pokorny
mei-gʷ-,to (ex)change,amoeba,naked rhizopod protozoan,English,noun,pokorny
"mei-ḱ-, and mei-ǵ-?",mash,amphimixis,germ cell union in sexual reproduction,English,noun,pokorny
mei-no-,view,bemǣnan,to bemoan,Old English,verb weak (inflection) class 1,pokorny
mei-no-,opinion,bemǣnan,to bemoan,Old English,verb weak (inflection) class 1,pokorny
mei-no-,intention,bemǣnan,to bemoan,Old English,verb weak (inflection) class 1,pokorny
1. meit-,place to stay,maēϑanəm,"Residence for humans and gods, dwelling, house",Avestan,To Be Determined,pokorny
2. mei-t-,to commute,mistaken,to mistake,Middle English,verb,pokorny
2. mei-t-,(ex)change,mistaken,to mistake,Middle English,verb,pokorny
mek-,(onomatopoeic: to bleat),makamakāyatē,complains,Sanskrit,To Be Determined,pokorny
"1. mel-, also smel-, melə- : mlē-, mel-d- : ml-ed-, mel-dʰ-, ml-ēi- : mlī̆-, melə-k- : mlā-k-, mlēu- : mlū̆-",grind; fine,ormolu,"brass resembling gold, lit. ground gold",English,noun,pokorny
3. mel-,to hesitate,μελετάω,"to care for, practice",Greek,verb,pokorny
5. mel-,limb; to join,acromelic,re: extremity ends (hands/feet),English,adjective,pokorny
"6. mel-, melə-",dark color (black,psilomelane,hydrous black manganese oxide,English,noun,pokorny
7. mel-,wool,μαλλός,"Fool, flake",Greek,To Be Determined,pokorny
7. mel-,woolen garment,μαλλός,"Fool, flake",Greek,To Be Determined,pokorny
"8. mel-, melə- : mlō-",come forth,maṇi-,Pearl,Sanskrit,To Be Determined,pokorny
1. meldʰ-,to utter ritual words (to deity),meldian,to meld,Old English,verb weak (inflection),pokorny
2. meldʰ-,lightning,Mjǫllnir,Mjollnir: Thor's magical golden hammer,Old Icelandic,proper noun,pokorny
"mē̆lǵ-, or meləǵ-?",pluck,bō-milge,cow's milk,Old Irish,noun,pokorny
"mēlo-, smēlo-",small animal,mīl,animal,Old Irish,noun,pokorny
membʰ-,to reproach,μέμφομαι,reprimand,Greek,To Be Determined,pokorny
"mēmso-, mēs-ro-",meat,membre,member,Middle English,noun,pokorny
"mēmso-, mēs-ro-",flesh,membre,member,Middle English,noun,pokorny
1. men-,to rise,amount,"aggregate, total number/quantity",English,noun,pokorny
1. men-,tower,amount,"aggregate, total number/quantity",English,noun,pokorny
2. men-,step on,carma-mnās,Gerber,Sanskrit,To Be Determined,pokorny
2. men-,tread down,carma-mnās,Gerber,Sanskrit,To Be Determined,pokorny
3. men-,to think; mind,Evermind,Rohan (grave) flower in Tolkien: The Lord of the Rings,English,proper noun,pokorny
3. men-,spiritual activity,Evermind,Rohan (grave) flower in Tolkien: The Lord of the Rings,English,proper noun,pokorny
4. men-,to diminish; small,monanthous,bearing a single flower,English,adjective,pokorny
5. men-,to stay,maner,manor,Middle English,noun,pokorny
5. men-,remain,maner,manor,Middle English,noun,pokorny
5. men-,stand still,maner,manor,Middle English,noun,pokorny
"mend-, mond-, mn̥d-?",to feed,ment,"suckle, suck",Albanian,To Be Determined,pokorny
"mend-, mond-, mn̥d-?",suck(le); breast,ment,"suckle, suck",Albanian,To Be Determined,pokorny
mendā,defect,amenden,to amend,Middle English,verb,pokorny
mendā,mistake,amenden,to amend,Middle English,verb,pokorny
mendʰ-,to direct attention to; vivacious,monstre,monster,Middle English,noun,pokorny
"mengʰ-, mongʰ-, mn̥gʰ-",many,"manig, maneg, monig, mænig",many,Old English,adjective,pokorny
"mengʰ-, mongʰ-, mn̥gʰ-",copious,"manig, maneg, monig, mænig",many,Old English,adjective,pokorny
"mengʰ-, mongʰ-, mn̥gʰ-",abundant,"manig, maneg, monig, mænig",many,Old English,adjective,pokorny
"mengʰ-, mongʰ-, mn̥gʰ-",excessive,"manig, maneg, monig, mænig",many,Old English,adjective,pokorny
meng-,to make pretty,"mañjú-, mañjulá-","beautiful, lovely",Sanskrit,To Be Determined,pokorny
meng-,beautiful,"mañjú-, mañjulá-","beautiful, lovely",Sanskrit,To Be Determined,pokorny
m<sub>e</sub>ni-,minnow (or other type of fish),"myne, mine",minnow,Old English,noun masculine (gender),pokorny
"mēnōt, genitive mēneses, from wʰicʰ mēnes-, mēns-, mēs-, mēn-",month; moon,ēaster-mōnaþ,"April, lit. Easter-month",Old English,noun masculine (gender),pokorny
"1. mentʰ-, metʰ-",to stir,smetána,cream,Russian,noun,pokorny
"1. mentʰ-, metʰ-",swirl,smetána,cream,Russian,noun,pokorny
"1. mentʰ-, metʰ-",mix up,smetána,cream,Russian,noun,pokorny
1. mer-,weave; rope,"μέρμῑς, -ῑθος",Thread,Greek,To Be Determined,pokorny
"3. mer-, mor-",to blacken; dark color,μόρυχος,dark,Greek,To Be Determined,pokorny
"3. mer-, mor-",dirt spot,μόρυχος,dark,Greek,To Be Determined,pokorny
"5. mer-, merə-",wipe; pack,"mare, mære, mere","goblin, nightmare",Old English,noun feminine (gender),pokorny
"5. mer-, merə-",rob,"mare, mære, mere","goblin, nightmare",Old English,noun feminine (gender),pokorny
"6. mer-, mer-s-",to anger,mierran,"to waste, obstruct",Old English,verb,pokorny
"6. mer-, mer-s-",bother,mierran,"to waste, obstruct",Old English,verb,pokorny
"6. mer-, mer-s-",disturb,mierran,"to waste, obstruct",Old English,verb,pokorny
"merədʰ-, mrādʰ-",bubble up,βράσσω,"boil, fizz, toss",Greek,To Be Determined,pokorny
mereǵ-,border,ostmark,E German monetary unit,English,noun,pokorny
mereǵ-,frontier,ostmark,E German monetary unit,English,noun,pokorny
meregʰ-,to soak,embrocate,to moisten/rub (body part) with lotion,English,verb transitive,pokorny
1. merǵ-,to wipe off,mr̥-ṇa-j-āni,"wipe, strip off",Sanskrit,To Be Determined,pokorny
meri̯o-,young man/woman,marien,to marry,Middle English,verb,pokorny
"2. merk-, mork-",sullen,moreth,"Anger, sorrow",Cornish,To Be Determined,pokorny
"1. meu-, meu̯ə- : mū̆-",damp; to wash; dirt,mysophobia,abnormal fear of dirt/contamination,English,noun,pokorny
"1. meu-, meu̯ə- : mū̆-",mire,mysophobia,abnormal fear of dirt/contamination,English,noun,pokorny
"2. meu̯-, meu̯ə-",push away,commotion,commotion,Middle English,noun,pokorny
"mēudʰ-, məudʰ-, mūdʰ-",care about,μῦθος,"speech, plot",Greek,noun masculine (gender),pokorny
"mēudʰ-, məudʰ-, mūdʰ-",be intent,μῦθος,"speech, plot",Greek,noun masculine (gender),pokorny
1. meug-,to lie in wait,muger,the cheater in the dice game,Latin,To Be Determined,pokorny
1. meug-,take by surprise; wily,muger,the cheater in the dice game,Latin,To Be Determined,pokorny
"2. meug-, meuk-",to slip,macche,match,Middle English,noun,pokorny
"2. meug-, meuk-",slide; meek,macche,match,Middle English,noun,pokorny
1. mezg-,plunge,demersal,sinking in water; dwelling at/near bottom,English,adjective,pokorny
1. mezg-,immerse,demersal,sinking in water; dwelling at/near bottom,English,adjective,pokorny
2. mezg-,knit,mesh,opening between threads/cords of net,English,noun,pokorny
mizdʰó-,fee,mēd,meed,Old English,noun feminine (gender),pokorny
mizdʰó-,meed,mēd,meed,Old English,noun feminine (gender),pokorny
mizdʰó-,reward,mēd,meed,Old English,noun feminine (gender),pokorny
"mō-, mo-lo-",trouble oneself,moles,"mass, exertion",Latin,noun feminine (gender),pokorny
"mōd- : məd-, or mād- : məd-",to meet,Entmoot,Ent gathering in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"mōd- : məd-, or mād- : məd-",approach,Entmoot,Ent gathering in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"modʰro-, or madʰro-",blue; madder,mædere,madder,Old English,noun feminine (gender),pokorny
"moiso-s, or maiso-s",sheep; hide,mēšá-,Aries,Sanskrit,To Be Determined,pokorny
"moiso-s, or maiso-s",pelt,mēšá-,Aries,Sanskrit,To Be Determined,pokorny
"moiso-s, or maiso-s",leatherwork,mēšá-,Aries,Sanskrit,To Be Determined,pokorny
"moḱs, Indo-Iranian *moḱsū̆",soon,mox,soon,Latin,adverb(ial),pokorny
molko-,pouch,male,mail,Middle English,noun,pokorny
mono-,neck; mane,manu,mane,Old English,noun feminine (gender),pokorny
"mori, mōri",mere,mariculture,cultivation of marine organisms,English,noun,pokorny
"mori, mōri",sea,mariculture,cultivation of marine organisms,English,noun,pokorny
"mormor-, murmur-",to murmur (dully),murcnere,one who murmurs,Old English,noun masculine (gender),pokorny
mormo-,dread,μορμώ,Bogeyman,Greek,To Be Determined,pokorny
moro-,murrey,mulberry,tree with edible purple berrylike fruit,English,noun,pokorny
moro-,mulberry,mulberry,tree with edible purple berrylike fruit,English,noun,pokorny
moro-,blackberry,mulberry,tree with edible purple berrylike fruit,English,noun,pokorny
moru̯ī̆-,maur,mire,mire,Middle English,noun,pokorny
moru̯ī̆-,ant,mire,mire,Middle English,noun,pokorny
mo[u]-lo- : mū-lo-,root,mūla-,Root,Sanskrit,To Be Determined,pokorny
mō[u]-ro- : mū-ro-,crazy,mūrá-,"mindless, stupid, dumb",Sanskrit,To Be Determined,pokorny
mō[u]-ro- : mū-ro-,stupid,mūrá-,"mindless, stupid, dumb",Sanskrit,To Be Determined,pokorny
"moz-g-o-, moz-g-en-, mos-k-o-",brain,"mearh, mærh, mærg",marrow,Old English,noun masculine (gender),pokorny
mozǵʰo-s,young cattle,mozi,"young cattle, calf",Armenian,To Be Determined,pokorny
mrk-,more,"more, moru","more, carrot, parsnip",Old English,noun feminine (gender),pokorny
mrk-,carrot,"more, moru","more, carrot, parsnip",Old English,noun feminine (gender),pokorny
mrk-,edible root,"more, moru","more, carrot, parsnip",Old English,noun feminine (gender),pokorny
mregʰ-mo-,skull,"bræg(e)n, bragen",brain,Old English,noun neuter (gender),pokorny
"mreǵʰu-, mr̥ǵʰu-",brief,amphibrach,metrical foot: short/unstressed + long/stressed + short/unstressed syllables,English,noun,pokorny
1. mū̆-,(onomatopoeic: to moo,"mǣw, meāu, mēu",mew,Old English,noun masculine (gender),pokorny
"2. mū-, mus-",midge,Midgewater,marshes in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"2. mū-, mus-",muscid,Midgewater,marshes in Tolkien: The Lord of the Rings,English,proper noun,pokorny
mūs,mouse; muscle,mūs,mouse,Old English,noun feminine (gender),pokorny
mut-o-s,trimmed,mut,short,Old Irish,adjective,pokorny
mut-o-s,stunted,mut,short,Old Irish,adjective,pokorny
mut-o-s,circumcised,mut,short,Old Irish,adjective,pokorny
mut-o-s,mutilated,mut,short,Old Irish,adjective,pokorny
1. nā-,be useful,juggernaut,massive inexorable force/object crushing anything in its path,English,noun,pokorny
2. nā-,ashamed,nār,modest/humble,Old Irish,To Be Determined,pokorny
nak-,fur,νάκος,"fluffy fur, fleece",Greek,To Be Determined,pokorny
"nana, nena",nana (nursery word: (grand)mother,nunne,nun,Old English,noun feminine (gender),pokorny
nant-,risk,anananþjan,to dare,Gothic,verb weak (inflection) class 1,pokorny
nas-,nose,"nasu, n(e)osu",nose,Old English,noun feminine (gender),pokorny
1. nāus-,boat,aquanaut,one who lives/works underwater,English,noun,pokorny
1. nāus-,ship,aquanaut,one who lives/works underwater,English,noun,pokorny
2. nāu- : nəu- : nū-,death; corpse,"nē(o)d, nī(e)d","need, distress, necessity; (name for) N-rune",Old English,noun feminine (gender),pokorny
"1. nĕ, nē, nei",(negative particle: no,neboh,"poor, unfortunate, lit. not rich",Czech,adjective,pokorny
"3. ne-, nō-, plural nē̆s-, nō̆s-",we,sinn,"we, us",Scots Gaelic,pronoun 1st person plural (number),pokorny
2. nebʰ-,damp; clouds; water,Niflheim,primordial realm of cold and darkness (Norse mythology),English,proper noun,pokorny
1. ned- : n<sub>e</sub>d-,to net,net,net,Old English,noun,pokorny
1. ned- : n<sub>e</sub>d-,roll up,net,net,Old English,noun,pokorny
1. ned- : n<sub>e</sub>d-,twist together,net,net,Old English,noun,pokorny
"2. nei-, neiə-, nī-",to be moved,nilgai,large long-legged Indian antelope,English,noun,pokorny
"2. nei-, neiə-, nī-",excited; to shine,nilgai,large long-legged Indian antelope,English,noun,pokorny
1. neid-,shame,nindati,"revile, admonish, disdain",Sanskrit,To Be Determined,pokorny
1. neid-,abuse,nindati,"revile, admonish, disdain",Sanskrit,To Be Determined,pokorny
2. neid- : nid-,to flow; stream,nēdati,"flows, streams",Sanskrit,To Be Determined,pokorny
neigʷ-,to wash,nicor,water monster,Old English,noun masculine (gender),pokorny
neik-,to winnow (grain),λικμάω,handle the grain swing,Greek,To Be Determined,pokorny
nēik- : nīk- : nik-,to rail,niccolite,nickel arsenide,English,noun,pokorny
nēik- : nīk- : nik-,assault,niccolite,nickel arsenide,English,noun,pokorny
neḱ-,dying,Necromancer,Sauron in Tolkien: The Hobbit,English,proper noun,pokorny
neḱ-,necrosis; corpse,Necromancer,Sauron in Tolkien: The Hobbit,English,proper noun,pokorny
"nekʷ-, nokʷ-t-s",night,nyctophobia,fear of night/darkness,English,noun,pokorny
1. nem-,to nim,antinomian,(re:) adherent of antinomianism,English,adjective,pokorny
nepōt-,nephew; grandchild,nefa,"nephew, stepson, grandson",Old English,noun masculine (gender),pokorny
"1. ner-, aner-, əner-?",vital force; man,philander,"to flirt, make love frivolously",English,verb,pokorny
2. ner-,below,Norbury,town a.k.a. Fornost in Tolkien: The Lord of the Rings,English,proper noun,pokorny
2. ner-,under,Norbury,town a.k.a. Fornost in Tolkien: The Lord of the Rings,English,proper noun,pokorny
3. ner-,to penetrate; hiding place,"neriù, nérti","(to) dive, swim through, flee, slip into",Lithuanian,To Be Determined,pokorny
nes-,to unite; be concealed,genesan,to survive,Old English,verb strong (inflection),pokorny
"nē-tr-, nə-tr-",adder,nǣd(d)re,"adder, serpent",Old English,noun feminine (gender),pokorny
2. neu-,to push (someone); to nod,innuendo,"hint, insinuation, oblique allusion",English,noun,pokorny
neu-d-,make use of,genēat,"retainer, companion",Old English,noun masculine (gender),pokorny
neu-dʰ-,to lust,niot,Desire.,Old High German,To Be Determined,pokorny
neuk-,unclear,nuscitiōsus,"who, due to a defect in his eyes, saw little",Latin,To Be Determined,pokorny
neuk-,indistinct,nuscitiōsus,"who, due to a defect in his eyes, saw little",Latin,To Be Determined,pokorny
"neu-ks-, neu-s-",sniff,"næss, ness","ness, cliff, earth",Old English,noun masculine (gender),pokorny
"neu̯os, neu̯i̯os",new,neonatal,re: newborn (human) infant,English,adjective,pokorny
"nogʷ-, nogʷodo-, nogʷ-no-",nude,nocht,naked,Old Irish,adjective,pokorny
"nogʷo-, or nagʷo-",tree,naca,"boat, ship, vessel",Old English,noun masculine (gender),pokorny
"nōt-, nət-",nates,nache,buttock,Middle English,noun,pokorny
n̥si-s,sword,ensiform,having sharp edges/tapering to slender point,English,adjective,pokorny
obʰel-,to sweep; multiply,anopheles,mosquito that transmits malaria,English,noun,pokorny
1. od-,to smell,odour,odor,Middle English,noun,pokorny
2. od-,hatred,"(e)atol, atul, atel","dire, terrible, repulsive",Old English,adjective,pokorny
2. od-,odium,"(e)atol, atul, atel","dire, terrible, repulsive",Old English,adjective,pokorny
2. od-,aversion,"(e)atol, atul, atel","dire, terrible, repulsive",Old English,adjective,pokorny
"ōg-, əg-",to grow; fruit,"æcern, æcirn","fruit, acorn",Old English,noun neuter (gender),pokorny
"ōg-, əg-",berry,"æcern, æcirn","fruit, acorn",Old English,noun neuter (gender),pokorny
oid-,to swell; strong,"āttorcoppa, āttercoppe, āt(t)orcoppe","attercop, lit. venom-spider",Old English,noun feminine (gender),pokorny
ok-,to consider,"eahti(g)an, ehtian, eahtode, eahtod","to praise, esteem",Old English,verb weak (inflection) class 2,pokorny
oḱtō,eight,eighteen,18,English,number cardinal,pokorny
oḱtō,octad,eighteen,18,English,number cardinal,pokorny
ōḱú-s,quick(ly),accipiter,genus of hawk,English,noun,pokorny
okʷ-,ogle; eye,daisy,familiar wild Eurasian plant/flower,English,noun,pokorny
om-,coarse,ampre,sorrel,Old English,noun,pokorny
omə-,to suffer; firm up,ámīti,"pressurized, assures intensely, swears",Sanskrit,To Be Determined,pokorny
omə-,proceed energetically,ámīti,"pressurized, assures intensely, swears",Sanskrit,To Be Determined,pokorny
oner-,dream,oneiromancy,divination via dreams,English,noun,pokorny
"ong-, better ang-",coal,áṅgāra-,Coal,Sanskrit,To Be Determined,pokorny
ongʷ-,to anoint,prēon,preen,Old English,noun masculine (gender),pokorny
"onogʰ- : ongʰ-, nogʰ-, Celtic n̥gʰ-, ongʰ-li-",claw,angnægl,"agnail, corn on toe/foot",Old English,noun masculine (gender),pokorny
"onogʰ- : ongʰ-, nogʰ-, Celtic n̥gʰ-, ongʰ-li-",(finger/toe) nail,angnægl,"agnail, corn on toe/foot",Old English,noun masculine (gender),pokorny
1. op-,perform,efnan,to perform,Old English,verb weak (inflection),pokorny
1. op-,operate,efnan,to perform,Old English,verb weak (inflection),pokorny
1. op-,bring about,efnan,to perform,Old English,verb weak (inflection),pokorny
2. op-,to opt,adopten,to adopt,Middle English,verb,pokorny
2. op-,opine,adopten,to adopt,Middle English,verb,pokorny
2. op-,suggest,adopten,to adopt,Middle English,verb,pokorny
"ōr-, ər-",orate,adouren,to adore,Middle English,verb,pokorny
orbʰo-,abandoned; slave,"earfeðe, earfoþ","hardship, suffering",Old English,noun neuter (gender),pokorny
orbʰo-,orphan,"earfeðe, earfoþ","hardship, suffering",Old English,noun neuter (gender),pokorny
"orǵʰi-, r̥ǵʰi-",testicle,orbiculer,orbicular,Middle English,adjective,pokorny
ort-,vine,ort,Vine,Armenian,To Be Determined,pokorny
"*ōs, ōs-i-s, ō̆s-en-, os-k-",ash (tree),æsc,"ash, spear; boat, ship",Old English,noun masculine (gender),pokorny
"ost-, osti, ostr̥, oblique ost-n-",os,osteomalacia,"deficiency disease, lit. bone-softness",English,noun,pokorny
ōi̯-om,egg,og,egg,Old Irish,noun,pokorny
ōi̯-om,ovum,og,egg,Old Irish,noun,pokorny
óu̯i-s,ewe,oi,sheep,Old Irish,noun,pokorny
1. ōus- : əus-,mouth,oscitancy,act of gaping/yawning,English,noun,pokorny
2. ōus- : əus- : us-,ear,ormer,"sea-ear, ear-shell, Channel Islands abalone",British English,noun,pokorny
ozgʰo-,bud,azg,Branch,Pahlevi,To Be Determined,pokorny
"pā̆ḱ-, and pā̆ǵ-",to repair,feng,"fang, tusk; prey, loot, spoil, booty",Old English,noun masculine (gender),pokorny
"pā̆ḱ-, and pā̆ǵ-",strengthen,feng,"fang, tusk; prey, loot, spoil, booty",Old English,noun masculine (gender),pokorny
pā̆n-,pane,fana,"flag, banner",Old English,noun masculine (gender),pokorny
pā̆n-,panel,fana,"flag, banner",Old English,noun masculine (gender),pokorny
pā̆n-,woven fabric,fana,"flag, banner",Old English,noun masculine (gender),pokorny
pando-s,crooked,pandus,"curved, bent, wavy",Latin,To Be Determined,pokorny
papa,papa (nursery word); food,pāpa,pope,Old English,noun masculine (gender),pokorny
papa,meal,pāpa,pope,Old English,noun masculine (gender),pokorny
parīkā,concubine,pairikā,demonic seductress,Avestan,To Be Determined,pokorny
pāsó-s,a relative,parricide,one who murders father/close relative,English,noun,pokorny
pasto-,solid,Fastred,personal name in Tolkien: The Lord of the Rings,English,proper noun,pokorny
paus-,let loose,pause,pause,Middle English,noun,pokorny
"pāuson-, pūson-",(name of a deity),Pūṣáṇ,"Vedic god, guardian and increaser of herds and human possessions in general",Sanskrit,To Be Determined,pokorny
"1. pē̆d-, pō̆d-",to hold; vat,fæt,"vat, cup",Old English,noun neuter (gender),pokorny
"1. pē̆d-, pō̆d-",container,fæt,"vat, cup",Old English,noun neuter (gender),pokorny
"2. pē̆d-, pō̆d-",foot,parallēlos,parallel,Greek,adjective,pokorny
"peg- : pog- : pōg-, pō̆k-s-",side,expectorate,to eject from lungs/throat by coughing/hawking/spitting,English,verb,pokorny
"pei̯-, pī̆-",fat; milk,pinen,to pine,Middle English,verb,pokorny
"1. peig-, and peik-",colored,"fāg, fāh","dyed, stained, colored, variegated",Old English,adjective,pokorny
"1. peig-, and peik-",speckled,"fāg, fāh","dyed, stained, colored, variegated",Old English,adjective,pokorny
"2. peiǵ-, and peiḱ-",to be hostile,befician,"to deceive, go round",Old English,verb,pokorny
pei-m-,rapid,ēim,"swift, quick, rapid, nimble",Old Irish,adjective,pokorny
pei-m-,nimble,ēim,"swift, quick, rapid, nimble",Old Irish,adjective,pokorny
1. peis-? : pis-,trample,pīl,"pile, pointed stick/spike",Old English,noun masculine (gender),pokorny
"1. peḱ-, pēḱ-, pōḱ-",to be joyful,Fairbairn,hobbit surname in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"1. peḱ-, pēḱ-, pōḱ-",make pretty,Fairbairn,hobbit surname in Tolkien: The Lord of the Rings,English,proper noun,pokorny
2. peḱ-,to fleece; fee,fēo-laga,"fellow, partner, lit. money-layer",Old English,noun,pokorny
2. peḱ-,cattle,fēo-laga,"fellow, partner, lit. money-layer",Old English,noun,pokorny
"1. pel-, pelə-, plē-",fill; full,acropolis,upper fortified part of ancient Greek city,English,noun,pokorny
"1. pel-, pelə-, plē-",plenary; town?,acropolis,upper fortified part of ancient Greek city,English,noun,pokorny
"2a. pel-, pelə- : plā-",propel,catapulta,catapult,Latin,noun feminine (gender),pokorny
"2b. pel-, pel-en-, pel-t-, pel-u̯-",dust,puls,pulse,Middle English,noun,pokorny
"2b. pel-, pel-en-, pel-t-, pel-u̯-",powder; meal,puls,pulse,Middle English,noun,pokorny
"2b. pel-, pel-en-, pel-t-, pel-u̯-",flour,puls,pulse,Middle English,noun,pokorny
3a. pel-,to fold,twofold,"double, 2 times the number/quantity",English,adjective,pokorny
"3b. pel-, pelə-, plē-",cover; cloth; fell,Hasufel,Aragorn's horse in Tolkien: The Lord of the Rings,English,proper noun,pokorny
5. pel-,to earn,bibliopole,dealer in rare/curious books,English,noun,pokorny
6. pel-,dull color; pallor,palen,to pale,Middle English,verb,pokorny
"7. pel-, pol-, plē-, plō̆-",be warm,flóa,"to heat, warm",Old Icelandic,verb,pokorny
"pelə-, plā-",plane,Eastfold,Rohan district in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"pelə-, plā-",wide,Eastfold,Rohan district in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"pelə-, plā-",broad,Eastfold,Rohan district in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"peli-s-, pel-s-",fell,hornfels,fine-grained metamorphic rock,English,noun,pokorny
"pelpo-, or polpo-",woodwork,parpá-,Bench or wheelchair for cripples and lame,Sanskrit,To Be Determined,pokorny
"2. pen-, pen-ko-",fen,Fenmarch,east Rohan border in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"2. pen-, pen-ko-",water; wet,Fenmarch,east Rohan border in Tolkien: The Lord of the Rings,English,proper noun,pokorny
penkʷe,five,quincentenary,fifth centennial; re: 500 years,English,noun,pokorny
penkʷe,fifth,quincentenary,fifth centennial; re: 500 years,English,noun,pokorny
pent-,walk,footpad,one who robs pedestrians,English,noun,pokorny
pent-,pad,footpad,one who robs pedestrians,English,noun,pokorny
pent-,tread; way,footpad,one who robs pedestrians,English,noun,pokorny
"1. per-, perə- : prē-, preu-",to spray,para,steam,Old Church Slavonic,noun,pokorny
2a. per-,to pass over/beyond,paramount,of chief concern/importance,English,adjective,pokorny
"2b. per-, perə-",to fare,Budgeford,hobbit town in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"2b. per-, perə-",ferry,Budgeford,hobbit town in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"2b. per-, perə-",transport,Budgeford,hobbit town in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"2b. per-, perə-",go/carry over,Budgeford,hobbit town in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"2c. per-, perə-",to sell,prati-,"near, towards, against, in return",Sanskrit,prefix,pokorny
"2c. per-, perə-",impart,prati-,"near, towards, against, in return",Sanskrit,prefix,pokorny
2d. per-,to bear (a child),postpartum,re: period shortly after childbirth,English,adjective,pokorny
2e. per-,try; peril,"fǣr, fēr",fear,Old English,noun masculine (gender),pokorny
2e. per-,danger,"fǣr, fēr",fear,Old English,noun masculine (gender),pokorny
"3. per-, per-g-",kill,compressen,to compress,Middle English,verb,pokorny
perd-,to fart,*feortan,to fart,Old English,verb,pokorny
perd-,break wind (loudly),*feortan,to fart,Old English,verb,pokorny
1. perg-,trunk,forkr,"Pole, stick",Old Icelandic,To Be Determined,pokorny
2. perg-,fear; to frighten,forht,"fearful, afraid, timid",Old English,adjective,pokorny
2. perk- : pr̥k-,coals,pir̃kšnys,Ash with glowing sparks.,Lithuanian,To Be Determined,pokorny
2. perk- : pr̥k-,glowing ash,pir̃kšnys,Ash with glowing sparks.,Lithuanian,To Be Determined,pokorny
1. perḱ-,rib cage,párśu-,"Rib, curved knife",Sanskrit,To Be Determined,pokorny
"2. perḱ-, preḱ-",spotted,erc,speckled,Old Irish,adjective,pokorny
"3. perḱ-, pr̥ḱ-",dig out,Bamfurlong,farm name in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"3. perḱ-, pr̥ḱ-",rip up; furrow,Bamfurlong,farm name in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"4. perḱ-, preḱ-, pr̥ḱ-",ask/pray for,arch,request,Middle Welsh,noun,pokorny
pers-,drizzle; dust,pŕ̥ṣat,Drop,Sanskrit,To Be Determined,pokorny
pers-,ashes,pŕ̥ṣat,Drop,Sanskrit,To Be Determined,pokorny
"2. pēs-, nasalized pēns-",sand,pāṁsú-,"Dust, sand",Sanskrit,To Be Determined,pokorny
"1. pet-, p<sub>e</sub>t-, petə-",to stretch out (esp. arms),passefleur,pasqueflower,Middle French,noun feminine (gender),pokorny
"2. pet-, petə- : ptē-, ptō-, Hellenic ptā-",tumble down,dipteral,"dipterous, having (only) 2 wings",English,adjective,pokorny
"1. peu-, peu̯ə- : pū̆-",to sift,ūr,"fresh, green",Middle Irish,adjective,pokorny
"1. peu-, peu̯ə- : pū̆-",purge,ūr,"fresh, green",Middle Irish,adjective,pokorny
2. peu-,to repute,account,account,Middle English,noun,pokorny
2. peu-,explore,account,account,Middle English,noun,pokorny
pēu- : pəu- : pū̆-,to hit; sharp,pytt,"pit, grave",Old English,noun masculine (gender),pokorny
"peuḱ-, and peuǵ-",to pink,punto,point,Spanish,noun masculine (gender),pokorny
pezd-,to break wind (softly),feist,"fisting hound, small dog",English,noun,pokorny
"pətḗ, genitive pətr-és",father,patronymic,(re:) paternal ancestor's name,English,adjective,pokorny
pid-,give birth?,*idan,"pain, labor",Old Irish,noun,pokorny
pi-lo-,pile,horripilation,"goosebumps, hair bristling from fear/cold",English,noun,pokorny
pi-lo-,pilus,horripilation,"goosebumps, hair bristling from fear/cold",English,noun,pokorny
pi-n-,piece of wood,pínakā-m,"Spear, stick, club",Sanskrit,To Be Determined,pokorny
pī̆p-,to peep,piobaireachd,pipe-music,Scots Gaelic,noun feminine (gender),pokorny
pī̆p-,squeak,piobaireachd,pipe-music,Scots Gaelic,noun feminine (gender),pokorny
pīzdā-,vulva,pizda,vulva,Lithuanian,noun,pokorny
